building_id,section_type,title,content,sort_order
10,culture,文化价值,"""晋祠圣母殿是宋代建筑艺术和雕塑艺术的瑰宝，其减柱法和木雕盘龙柱在中国建筑史上具有重要地位。1961年被列为第一批全国重点文物保护单位。殿内彩塑侍女像，尤其是手持乐器、如意等物的侍女，被誉为古今中外最伟大的雕塑作品之一。晋祠本身融合了园林、建筑、雕塑、碑刻等多种艺术，是研究中国古代文化和艺术的宝库。晋祠的难老泉、周柏、侍女像并称“晋祠三绝”。圣母殿前的鱼沼飞梁，是中国现存唯一的古代十字形桥梁。殿内还有宋代《晋祠铭》等碑刻，记载了晋祠的历史。晋祠圣母殿的建筑风格和雕塑艺术，对后世影响深远，是宋代建筑和雕塑的典范。""",4
11,history,历史沿革,"""曲阜孔庙位于山东曲阜市中心，是祭祀孔子的本庙。始建于孔子卒后第二年（前478年），以孔子故居为庙，收藏孔子衣冠琴书。后历代不断扩建，至明清达到现有规模，仿皇宫之制，九进院落，占地约14万平方米。与孔府、孔林并称“三孔”，1994年被列为世界文化遗产。孔庙是中国古代祭祀建筑的最高典范，见证了儒家思想的传承和发展。历代帝王多有亲临致祭，或遣官代祭，留下大量碑刻。汉高祖刘邦、东汉光武帝刘秀、唐高宗李治、唐玄宗李隆基、宋真宗赵恒、清康熙帝、乾隆帝都曾亲临致祭。孔庙历经2000余年，历代增修，现存建筑主要为明清两代所建，但保留了宋金元等时期的碑刻和遗迹。""",1
11,structure,结构成就,"""孔庙有殿、堂、阁等建筑100余座，沿中轴线对称布局。大成殿为主体建筑，面阔九间，重檐歇山顶，殿周回廊，檐下28根石雕龙柱，每根高5.98米，直径0.81米，深浮雕云龙纹，两山及后檐为浅浮雕，前檐十根为深浮雕，双龙戏珠，工艺精湛。殿内供奉孔子像，上悬“万世师表”匾额。奎文阁为藏书楼，三层木结构，高24.7米，飞檐斗拱，宏伟壮观。十三碑亭内存有唐至民国碑刻53通，包括唐《孔子庙堂碑》、宋《大观圣作之碑》等。杏坛为孔子讲学处，重檐方亭，四周杏树环绕。大成门、大成殿、寝殿等依次排列，形成完整的祭祀建筑群。""",2
11,material,材料与工艺,"""大成殿石柱为整石雕刻，深浮雕云龙纹，气势磅礴，为明代弘治年间遗物。殿内金柱楠木，斗拱交错。屋顶铺黄琉璃瓦，与皇宫规制相同。庙内碑刻林立，历代帝王御碑众多，如汉碑、唐碑、宋碑、元明清碑等，总计2000余块，是中国碑刻艺术的重要收藏。十三碑亭内存有唐至民国碑刻53通，碑文涉及修庙、祭祀等内容。建筑墙体用青砖，抹灰刷红。大成殿前露台宽敞，为祭祀场所，石栏望柱雕刻精美。奎文阁内有木制楼梯，可登楼观景。十三碑亭的碑刻涵盖了篆、隶、楷、行、草各种书体，是研究中国书法史的珍贵资料。""",3
11,culture,文化价值,"""曲阜孔庙是中国三大古建筑群之一，1994年与孔府、孔林一起被列为世界文化遗产。它是儒家文化的精神象征，见证了历代尊孔崇儒的传统，具有极高的历史和文化价值。孔庙的建筑规制和祭祀礼仪，体现了中国古代礼制文化的精髓。两千多年来，孔庙一直是祭祀孔子的圣地，也是研究儒家思想和中国历史的中心。孔庙的石刻、碑帖是研究书法史的重要资料。每年孔子诞辰，孔庙都会举行盛大的祭孔大典。孔庙内还设有孔子生平事迹陈列，展示孔子周游列国、删述六经的史迹。孔庙不仅是中国的文化遗产，也是世界儒学研究的重要中心，每年吸引大量国内外学者和游客。""",4
12,history,历史沿革,"""承德避暑山庄位于河北承德市中心北部，始建于清康熙四十二年（1703年），经康熙、雍正、乾隆三代，历时89年建成。是清代皇帝夏日避暑和处理政务的场所，也是中国现存最大的皇家园林。周边分布有外八庙，融合汉、藏、蒙等民族建筑风格，形成众星捧月之势。1994年被列为世界文化遗产。避暑山庄的兴建，与清代多民族国家的统一和巩固密切相关。清朝康熙、乾隆皇帝每年约有半年时间在此处理政务，接见少数民族首领和外国使节。山庄建成后，康熙皇帝以四字题名三十六景，乾隆皇帝以三字题名三十六景，合称“避暑山庄七十二景”。外八庙包括普宁寺、普陀宗乘之庙、殊像寺等12座寺庙，其中8座由理藩院管理，故称外八庙。""",1
12,structure,结构成就,"""山庄占地564万平方米，分为宫殿区、湖泊区、平原区、山峦区四部分。宫殿区朴素淡雅，主殿“澹泊敬诚”用楠木建成，不施彩绘，门窗隔扇雕刻精美。湖泊区仿江南水乡，有如意洲、烟雨楼、文园狮子林等，亭台楼榭，小桥流水。平原区草原风光，有万树园、试马埭，蒙古包点缀，仿蒙古草原风情。山峦区依山就势，寺庙错落，如南山积雪、北枕双峰、锤峰落照等亭，可俯瞰全园。外八庙包括普宁寺、普陀宗乘之庙等，建筑宏伟，融合汉藏风格。普宁寺大乘阁内供奉千手千眼观音像，高22.28米，为木雕精品。普陀宗乘之庙仿布达拉宫，大红台巍峨壮观。""",2
12,material,材料与工艺,"""宫殿区以青砖灰瓦为主，朴素淡雅，主殿澹泊敬诚用楠木建成，门窗隔扇雕刻精美。湖区建筑多用木材，屋顶覆青瓦。平原区蒙古包用毡帐，可拆卸移动。山峦区寺庙采用砖石木结构，普陀宗乘之庙仿布达拉宫，大红台用花岗石砌筑，鎏金铜瓦顶。所用木材多为楠木、松木，石料取自当地。园林叠石、理水技艺高超，如仿镇江金山寺的“小金山”，用太湖石堆叠，上建亭阁。普宁寺大乘阁内木雕观音像，用松、柏、杉、榆、椴五种木材雕刻，外施彩绘，金碧辉煌。湖区建筑烟雨楼，仿嘉兴南湖烟雨楼，青砖黛瓦，小巧玲珑。""",3
12,culture,文化价值,"""避暑山庄是世界文化遗产，清代政治活动的第二中心，见证了多民族国家的巩固和民族团结。其园林艺术集中国古典园林之大成，是研究清代历史、建筑、园林的珍贵实物。外八庙融合汉、藏、蒙建筑风格，体现了清代的民族宗教政策。山庄及周围寺庙是清代帝王处理边疆事务、接见少数民族首领的重要场所，具有重要的历史意义。避暑山庄也是中国统一多民族国家形成的历史见证。每年夏季，避暑山庄都会举办清代皇家文化节，重现清代宫廷礼仪。山庄内的文津阁，曾藏有《四库全书》一部。山庄还是清代宫廷绘画的重要题材，如《避暑山庄图》等。""",4
13,history,历史沿革,"""苏州留园位于苏州阊门外，始建于明万历年间（1593年），为太仆寺少卿徐泰时的东园。清嘉庆年间归刘氏所有，改称寒碧庄，俗称刘园。光绪年间盛康购得，改名留园，并扩建，形成现有规模。1953年整修后对公众开放，1997年作为苏州古典园林扩展项目被列入世界文化遗产。留园的变迁，反映了苏州园林的传承和发展。留园以其精巧的空间布局和丰富的建筑装饰而著称。徐泰时建东园时，曾请叠山名家周时臣堆叠假山。刘氏时，园中广植白皮松，称寒碧庄。盛康时，扩建东部，增建冠云楼、冠云台等，形成现有规模。园内现存有刘氏时所刻“留园法帖”三百余方。""",1
13,structure,结构成就,"""留园以空间变换精巧著称，分东、中、西、北四部分。中部以水为主，有涵碧山房、明瑟楼、绿荫轩等，池水清澈，假山叠嶂。东部以建筑庭院见长，有五峰仙馆、揖峰轩、还我读书处等，院落深邃，冠云峰矗立其中，高6.5米，为江南园林最高太湖石。北部田园风光，有盆景园。西部山林野趣，土山枫林。长廊曲折，漏窗通透，步移景异。园内桥梁多座，以小蓬莱最为著名。东部庭院内的鸳鸯厅，为园内最大建筑，装修精美，前后厅风格不同，故名鸳鸯厅。五峰仙馆梁架雕刻精细，厅前庭院宽阔，置石峰。冠云峰四周建冠云楼、冠云亭、冠云台，形成以石峰为中心的景区。""",2
13,material,材料与工艺,"""建筑多为木结构，装修精美，如五峰仙馆梁架雕刻精细。假山以湖石堆叠，手法多样，冠云峰为北宋花石纲遗物，瘦、皱、漏、透兼备。园内长廊长700余米，墙壁嵌有历代法帖石刻300余方，称“留园法帖”。铺地多用卵石、碎瓦拼成图案。花木配置讲究，春有牡丹，夏有荷花，秋有红枫，冬有腊梅。门窗洞造型多样，有海棠式、葫芦式、月洞式等。冠云楼前有冠云台，为赏石佳处。还我读书处为一独立小院，环境清幽。揖峰轩前有石峰林立，如众星拱月。铺地图案有冰裂纹、万字纹、海棠纹等，做工精细。""",3
13,culture,文化价值,"""留园是苏州四大名园之一，1997年作为苏州古典园林扩展项目被列入世界文化遗产。其精湛的造园艺术和丰富的人文内涵，使其成为研究中国园林的重要实例。留园的冠云峰与苏州十中的瑞云峰、上海豫园的玉玲珑并称江南三大名石。园内法帖集历代名家书法，具有很高的艺术价值。留园的布局和空间处理，对现代建筑和景观设计仍有启示。留园体现了晚清园林的精致与典雅。园内“五峰仙馆”曾是园主接待宾客之处，陈设华丽。留园也是清代园林艺术的集大成者，其建筑、山石、花木、水景的搭配，达到了很高的艺术境界。园内还保留有盛康时期的生活场景，如戏台、书房等，反映了当时文人士大夫的生活情趣。""",4
14,history,历史沿革,"""山西恒山悬空寺位于山西浑源县恒山金龙峡西侧翠屏峰的峭壁上，始建于北魏太和十五年（491年），为道家所建，后经历代修缮，现存建筑主要为明清遗构，但保留了北魏风格。唐代李白曾游此寺，题“壮观”二字（现存石刻为摹刻）。明代徐霞客游历至此，叹为观止。1982年被列为全国重点文物保护单位。悬空寺是中国古代建筑的奇迹，体现了道教、佛教、儒家三教合一的宗教文化。寺内现存建筑40余间，均悬于崖壁之上。据《恒山志》记载，悬空寺原名“玄空阁”，取道家“玄之又玄”和佛家“空”之意，后因悬于峭壁，改名悬空寺。金、元、明、清历代均有修缮，现存石碑记载了明清两代的维修情况。""",1
14,structure,结构成就,"""全寺共有楼阁40余间，悬于悬崖之上，依靠崖壁上的横梁为基，楼阁间有栈道相连。建筑利用力学原理，半插飞梁为基，巧借岩石暗托，梁柱上下一体，廊栏左右相连，结构奇特。寺庙坐西朝东，有楼阁殿宇40间，分三组：南楼、北楼、长线桥。南楼有纯阳宫、三官殿、三教殿等，北楼有五佛殿、观音殿等。三教殿内供奉释迦牟尼、老子、孔子塑像，为三教合一的象征。栈道悬空，惊险异常，宽度仅可容一人通过。北楼最高处的三教殿，离地面约50米，登临其上，如临深渊。楼阁之间以栈道相连，栈道下方悬空，行走其上，惊险刺激。""",2
14,material,材料与工艺,"""主要建筑材料为木材，部分梁柱嵌入岩壁，承重合理。楼阁采用榫卯结构，表面施以彩绘。寺庙依崖而建，远望如空中楼阁，惊险奇特。崖壁上凿有横孔，插入木梁，梁上铺板立柱，构成楼阁基础。悬空寺的建造充分考虑了力学和地形，是古代木构建筑的杰作。寺内塑像多为明清重塑，但仍有古风。钟楼、鼓楼小巧精致。寺内现存石碑多通，记载历代修缮情况。所用木材为当地松木，耐腐性强。楼阁梁柱之间用榫卯连接，不用一钉。彩绘多为清代重绘，以红、绿、蓝为主色，图案有龙、凤、花卉等。""",3
14,culture,文化价值,"""悬空寺是中国仅存的佛、道、儒三教合一的独特寺庙，以其奇险的建筑特色闻名于世。它体现了古代工匠的智慧和胆识，是建筑史上的奇迹，1982年被列为全国重点文物保护单位。悬空寺不仅是建筑奇观，也是宗教融合的象征，吸引无数游客和学者。其建造技术对现代建筑抗震、悬挑结构有借鉴意义。悬空寺与恒山自然风光相得益彰，是恒山十八景之一。寺内三教殿的塑像，反映了中国古代三教合流的思想。悬空寺也是研究古代宗教、哲学、建筑的重要实物资料。每年都有大量游客前来参观，体验“悬空”的惊险与奇妙。""",4
15,history,历史沿革,"""南京明孝陵位于南京紫金山南麓，是明太祖朱元璋与马皇后的合葬陵墓。始建于洪武十四年（1381年），至永乐三年（1405年）建成，历时25年。开创了明清皇陵的规制，影响深远。清咸丰三年（1853年）遭太平天国战火破坏，同治年间部分修复。2003年被列为世界文化遗产（明清皇家陵寝扩展项目）。明孝陵是明朝开国皇帝陵寝，具有极高的历史地位。陵区布局独特，神道蜿蜒，与自然山体完美结合。朱元璋于洪武十四年开始营建孝陵，次年马皇后入葬，定名“孝陵”，取“以孝治天下”之意。洪武三十一年（1398年）朱元璋崩，葬入孝陵。永乐三年（1405年）建成大明孝陵神功圣德碑亭。此后，孝陵作为明朝皇陵之首，一直受到保护。""",1
15,structure,结构成就,"""陵区布局呈“北斗七星”状，分为神道和陵宫两部分。神道依山势蜿蜒，依次排列石兽、石望柱、石翁仲。石兽有狮子、獬豸、骆驼、象、麒麟、马等12对，石翁仲有文臣武将各2对。陵宫建筑包括文武方门、碑殿、享殿、内红门、方城明楼和宝顶。享殿原为九间重檐，现仅存台基。方城明楼为砖砌，顶部木结构已毁，宝顶为圆形土丘，直径约400米，下为地宫。明楼内立“大明孝陵神功圣德碑”，碑文由朱棣撰写。神道石刻造型雄浑，线条简练，为明初石刻艺术的杰作。石兽有卧有立，姿态各异。翁仲身着朝服，手持笏板，神态庄重。""",2
15,material,材料与工艺,"""神道石刻由整块石料雕成，造型浑厚，线条简练，代表了明初石刻艺术的最高成就。陵宫建筑为砖木结构，台基用须弥座式，雕饰精美。方城明楼为砖砌，顶部木结构已毁。宝顶为圆形土丘，下为地宫，未经发掘。所用石材多为石灰岩，木材为楠木。神道石刻底座雕刻精细，有云纹、水纹等。明楼内石碑为青石雕成，碑额雕龙。享殿台基上残存有石柱础，直径达1米余，可见当年规模之宏大。石兽底座也有雕刻，如狮子座为缠枝莲纹。""",3
15,culture,文化价值,"""明孝陵是世界文化遗产，代表了明初建筑和石刻艺术的最高成就，其陵寝制度被明清两代沿用。它是研究明代丧葬文化和历史的重要实物。孝陵的设计将人文建筑与自然环境和谐统一，神道依山势蜿蜒，开创了新的陵寝布局模式。2003年作为“明清皇家陵寝”扩展项目被列入世界遗产，与北京明十三陵、湖北明显陵等共同构成一组文化遗产。明孝陵也是南京明文化的核心遗产。每年春节，南京有“明孝陵梅花节”，赏梅与谒陵相结合。孝陵的规制，如神道石像生、方城明楼、宝顶等，为后世明清皇陵所效仿，影响深远。""",4
16,history,历史沿革,"""山西芮城永乐宫位于山西芮城县，原址在永乐镇，是为纪念道教全真派祖师吕洞宾而建。始建于元定宗二年（1247年），至元至正十八年（1358年）竣工，历时111年。因三门峡水库修建，1959年至1964年整体迁移至现址，搬迁工程浩大，成功保护了壁画和建筑。1961年被列为第一批全国重点文物保护单位。永乐宫是元代道教宫观的典范，其壁画艺术价值极高。永乐宫与北京白云观、陕西重阳宫并称全真派三大祖庭。原址永乐镇相传为吕洞宾故里，唐代即建有吕公祠，金末改祠为观，元初升观为宫。永乐宫由全真教大师宋德方首倡，其弟子潘德冲主持修建，历时百余年，元末才全部建成。""",1
16,structure,结构成就,"""永乐宫由宫门、龙虎殿、三清殿、纯阳殿、重阳殿等组成，沿中轴线排列，东西不设配殿，布局疏朗。三清殿为主体建筑，面阔七间，进深四间，单檐庑殿顶，殿内四壁满绘《朝元图》壁画，高4.26米，全长94.68米，面积403.34平方米，描绘道教神祇朝拜元始天尊的宏大场面，人物多达286尊，气势恢宏。纯阳殿绘吕洞宾故事画52幅，重阳殿绘王重阳故事画49幅。龙虎殿绘神荼、郁垒等神像。壁画总面积达1000余平方米。三清殿殿顶用黄绿蓝三色琉璃瓦，正脊有琉璃鸱吻。殿内神龛供奉三清像，已毁。""",2
16,material,材料与工艺,"""建筑为木结构，梁架规整，斗拱疏朗。壁画采用矿物颜料绘制，以石青、石绿、朱砂为主，色彩绚丽，人物线条流畅，形象生动，是中国古代壁画的巅峰之作。壁画绘制于元代，作者为洛阳画工马君祥及其弟子，继承唐宋壁画传统，具有极高的艺术价值。搬迁时，壁画被分割成550余块，依次揭取，运输后再复原安装，技术难度极大。建筑构件拆卸后编号，重新组装。三清殿内壁画人物高达2米，神态各异，衣冠服饰、仪仗器物均描绘精细，是研究元代社会生活、宗教仪轨的珍贵资料。""",3
16,culture,文化价值,"""永乐宫是元代道教建筑的典型代表，其壁画艺术价值极高，被誉为“东方艺术画廊”。1961年被列为第一批全国重点文物保护单位，其整体迁移工程也是文物保护史上的壮举。永乐宫壁画不仅是道教艺术的杰作，也是研究元代社会、服饰、宗教的重要资料。它与敦煌壁画、山西壁画一起构成中国壁画艺术的三大宝库。永乐宫的建筑和壁画完整保存了元代风貌，是道教全真派的重要祖庭。每年都有大量学者和游客前来参观研究。永乐宫的壁画艺术对后世绘画产生了深远影响，尤其是人物画的线条运用，达到了极高的水平。""",4
17,history,历史沿革,"""云南丽江古城位于云南丽江市，始建于宋末元初，兴盛于明清。是纳西族的聚居地，融合了汉、藏、白等多民族文化。古城未受中原建城礼制影响，布局自由，水系独特。1997年被列为世界文化遗产，遗产区包括大研古城、白沙民居建筑群、束河民居建筑群。丽江古城是茶马古道上的重要集市，见证了西南地区的商贸和文化交流。古城内木府是丽江土司衙署，建筑宏伟。据《丽江府志》记载，古城始建于南宋宝祐元年（1253年），元初设丽江路宣抚司，明洪武十五年（1382年）设丽江府，木氏土司大兴土木，扩建城池。清代改土归流后，古城仍是纳西族政治、经济、文化中心。""",1
17,structure,结构成就,"""古城以四方街为中心，街道依山就势，四通八达，主街傍河，小巷临水。建筑多为“三坊一照壁”或“四合五天井”的纳西族传统民居，木结构，土坯墙，青瓦顶。门窗雕刻精美，常见花鸟鱼虫图案。桥梁众多，有锁翠桥、大石桥等。黑龙潭为水源，水流入城，分三股主流，再分无数细流，穿街绕巷，形成“家家流水，户户垂杨”的独特景观。木府是土司衙门，建筑宏伟，有议事厅、万卷楼、护法殿等。四方街为古城中心，四周店铺林立，是古代集市贸易场所。街道用五花石铺砌，雨季不泥泞，旱季不扬尘。""",2
17,material,材料与工艺,"""墙体多用当地石材或土坯，木材为松木，雕花门窗精美。屋顶铺小青瓦，出檐深。街道铺五花石，经久耐磨，雨季不泥泞。水系由黑龙潭流入，穿街绕巷，家家流水。民居装修多用木雕，题材有福禄寿喜、渔樵耕读等。三坊一照壁的正房较高，厢房略低，照壁白墙，可反射光线。门窗多用镂空雕，层次丰富。木府建筑用材讲究，梁柱粗大，彩绘华丽，融合汉、藏、白族建筑风格。黑龙潭为古城水源，水质清澈，潭边有得月楼、五凤楼等建筑。""",3
17,culture,文化价值,"""丽江古城是世界文化遗产，是纳西族文化和建筑艺术的宝库，也是人与自然和谐共存的典范。其独特的城市格局和建筑风格，以及东巴文化，具有重要的研究价值。东巴象形文字是世界上唯一仍在使用的象形文字，东巴经卷记录了纳西族的宗教、历史、医学等知识。古城的纳西古乐融合了唐宋音乐和纳西民间音乐，被誉为“音乐活化石”。丽江古城也是多元文化交流的见证，每年吸引大量游客。古城内的四方街，至今仍是当地居民的社交中心。木府是研究纳西族土司制度和民族关系的重要实物。""",4
18,history,历史沿革,"""安徽宏村位于安徽黟县，始建于南宋绍兴年间（1131-1162年），明清时期形成规模。为汪姓聚居之地，村落规划巧妙，水系发达，被誉为“中国画里的乡村”。2000年被列为世界文化遗产，与西递一起作为“皖南古村落”入选。宏村是徽商文化的代表，也是徽派建筑艺术的集中体现。宏村汪氏宗族历代重视教育，村中建有南湖书院。据《宏村汪氏宗谱》记载，宏村汪氏始祖汪彦济于南宋绍兴元年（1131年）迁居于此，逐步发展成村。明永乐年间（1403-1424年），汪思齐等人规划建设了牛形水系。清代是宏村的鼎盛时期，徽商汪定贵等人斥巨资修建豪宅，如承志堂。""",1
18,structure,结构成就,"""宏村采用“牛形”布局，以雷岗山为牛头，村口古树为牛角，村内建筑为牛身，水系为牛肠、牛胃。南湖为牛肚，月沼为牛胃，水圳贯穿全村，长1200余米，户户通水。建筑多为徽派风格，粉墙黛瓦，马头墙错落。主要建筑有南湖书院、承志堂、乐叙堂等。承志堂为清末大盐商汪定贵住宅，规模宏大，有“民间故宫”之称，木雕精美。乐叙堂为汪氏宗祠。南湖书院建于清代，是村中子弟读书之所，有“以文家塾”等建筑。水圳流经家家户户，既可供生活用水，又可调节气候、防火、排水。""",2
18,material,材料与工艺,"""建筑以砖木结构为主，白墙黑瓦，雕梁画栋。石雕、砖雕、木雕“三雕”技艺精湛，装饰题材丰富，如戏曲人物、神话故事、花鸟鱼虫。巷道铺青石板，水圳用石块砌成，水质清澈。承志堂的木雕，如“唐肃宗宴官图”、“渔樵耕读”等，层次丰富，人物生动。砖雕用于门楼，图案繁复。石雕用于柱础、栏杆。马头墙高低错落，青瓦滴水。村口古树为红杨、银杏，树龄数百年。南湖书院建筑为典型的徽派风格，白墙黛瓦，与南湖景色相映成趣。水圳每隔一段设一水闸，可控制水流，设计科学。""",3
18,culture,文化价值,"""宏村是世界文化遗产，皖南古村落的杰出代表。其科学的水系设计、独特的村落布局和精美的徽派建筑，集中体现了中国古代农耕文化的智慧和审美。宏村的水系不仅满足生活用水，还能调节气候、防火、排水，是古代村落规划的优秀范例。宏村的徽商文化、宗族文化也是研究明清社会经济的重要材料。宏村与西递一起，展示了徽州古村落的独特魅力。村中月沼倒映白墙黛瓦，是摄影爱好者的天堂。承志堂的木雕被誉为“民间故宫”，是研究清代徽派木雕艺术的珍贵实物。南湖书院体现了徽商“贾而好儒”的传统。""",4
19,history,历史沿革,"""北京颐和园位于北京海淀区，前身为清漪园，始建于清乾隆十五年（1750年），为庆祝母后寿辰而建。1860年被英法联军焚毁，光绪十四年（1888年）重建，更名颐和园，成为慈禧太后的颐养之所。1900年又遭八国联军破坏，1902年修复。1924年对公众开放。1998年被列为世界文化遗产。颐和园是中国皇家园林的集大成者，见证了晚清历史的兴衰。慈禧太后曾长期在此居住，处理朝政。乾隆皇帝为庆祝母后崇庆皇太后六十寿辰，于乾隆十五年（1750年）开始兴建清漪园，乾隆二十九年（1764年）建成。咸丰十年（1860年）英法联军焚毁清漪园，仅剩铜亭、石舫等少数建筑。光绪十二年（1886年）慈禧太后挪用海军经费重建，光绪十四年（1888年）改名颐和园。""",1
19,structure,结构成就,"""全园以万寿山和昆明湖为主体，占地约290公顷，水面约占四分之三。佛香阁耸立山前，为八面三层四重檐木结构，高41米，气势宏伟，是全园中心。长廊728米，连接各处景点，枋梁上绘有彩画14000余幅，有“画廊”之称。西堤仿杭州苏堤，湖中岛屿点缀，有南湖岛、治镜阁、藻鉴堂等。后山后湖幽静，有苏州街等。建筑群依山傍水，布局巧妙。石舫“清晏舫”用巨石雕筑，长36米。十七孔桥长150米，桥栏望柱雕石狮544只。佛香阁建在20米高的石台基上，八面三层，四重屋檐，气势雄伟。""",2
19,material,材料与工艺,"""佛香阁为八面三层四重檐木结构，高41米，气势宏伟，内部梁架用楠木，外檐彩绘。长廊枋梁上绘有彩画14000余幅，内容为山水、花鸟、人物故事。石舫“清晏舫”用巨石雕筑，长36米，船体为石材，上层为木结构。建筑多用楠木、松木，琉璃瓦顶。昆明湖东堤有铜牛，牛身用铜铸成，神态生动。十七孔桥石狮雕刻精美。苏州街店铺仿江南水乡，建筑小巧精致。德和园大戏楼为三层，高21米，是清代三大戏楼之一。排云殿为慈禧太后祝寿之所，殿前有排云门、二宫门，建筑华丽。""",3
19,culture,文化价值,"""颐和园是世界文化遗产，中国皇家园林的典范，集中了中国古典园林艺术的精髓。它见证了晚清历史的变迁，是研究清代政治、文化和园林艺术的重要载体。颐和园的设计融合了自然山水和人工建筑，体现了“虽由人作，宛自天开”的造园理念。其长廊彩画、佛香阁、石舫等都是中国园林艺术的杰作。颐和园也是慈禧太后生活的重要场所，充满了历史故事。园内德和园大戏楼，是清代三大戏楼之一。颐和园与承德避暑山庄、苏州拙政园、苏州留园并称中国四大名园。园内还藏有大量文物，如铜龙、铜凤、铜麒麟等。""",4
20,history,历史沿革,"""山西五台山南禅寺大殿位于山西五台县阳白乡李家庄，大殿建于唐建中三年（782年），是中国现存最早的木结构建筑，比佛光寺东大殿早75年。原为小寺，历代修缮，但大殿主体保持唐代原貌。1953年被重新发现，1961年被列为第一批全国重点文物保护单位。南禅寺的发现，将中国木构建筑的历史提前了75年，具有划时代的意义。寺内还有唐代石狮、石塔等遗存。据《五台县志》记载，南禅寺原为民间小庙，历代维修，宋、元、明、清均有修缮，但大殿始终未大动，保存了唐代风格。1953年山西省文物普查时发现，引起轰动。""",1
20,structure,结构成就,"""大殿面阔三间（11.62米），进深三间（9.9米），单檐歇山顶。平面呈方形，殿内无柱，梁架结构简练，为四椽栿通檐用两柱，梁栿月梁造，斗拱雄健（五铺作双抄偷心造），出檐深远，体现了唐代建筑的稳健风格。殿内佛坛宽8.4米，深6.3米，高0.7米，上有唐代彩塑17尊，包括佛、菩萨、弟子、童子等，均为原物，保存基本完好。殿顶举折平缓，脊饰简洁，正脊两端设鸱尾。殿身四周有檐柱12根，柱头卷杀圆和，有侧脚。殿内无天花，梁架结构一目了然。""",2
20,material,材料与工艺,"""木材选用当地松木，构件加工规整。梁架采用“彻上明造”，无天花板，可见木构之美。斗拱用材硕大，比例和谐。殿顶铺青瓦，脊饰简洁。彩塑为唐代原作，佛像面相丰润，菩萨体态优美，弟子神情各异，衣纹流畅，敷色以朱砂、石绿为主，虽经后世重妆，但唐风犹存。佛坛束腰处有唐代砖雕，图案精美。殿门为板门，门钉整齐。殿前有唐代石狮一对，造型古朴。寺内还有唐代石塔一座，雕刻精美。殿内佛坛上的彩塑，主像释迦牟尼佛，两侧为文殊、普贤菩萨，以及阿难、迦叶二弟子，还有供养菩萨、童子等。""",3
20,culture,文化价值,"""南禅寺大殿是研究唐代建筑最重要的实物资料，其梁架结构、斗拱形制、彩塑艺术均为唐代原物，具有不可替代的价值。1961年被列为第一批全国重点文物保护单位。它的发现，将中国现存木构建筑的历史提前了75年，为研究唐代建筑提供了珍贵范本。殿内彩塑是除敦煌外罕见的唐代寺院雕塑，艺术价值极高。南禅寺大殿的斗拱、梁架结构是唐代建筑的典型代表。寺内还有唐代石狮、石塔，是研究唐代雕塑艺术的重要资料。南禅寺虽小，但保存了唐代建筑的原貌，其历史价值不亚于佛光寺。""",4
21,history,历史沿革,"""广州陈家祠，又称陈氏书院，位于广州中山七路，建于清光绪十四年至二十年（1888-1894年），是广东省七十二县陈姓宗族集资兴建的合族祠，兼具祠堂和书院功能。1959年被辟为广东民间工艺博物馆，1988年被列为全国重点文物保护单位。陈家祠是岭南祠堂建筑的巅峰之作，也是晚清广州商贸繁荣的产物。陈家祠的建筑装饰极尽繁复，被誉为“岭南建筑艺术的明珠”。据《陈氏族谱》记载，倡议建祠者为陈伯陶等广东陈姓士绅，得到全省陈姓族人响应，共集资白银万余两。光绪十四年（1888年）动工，光绪二十年（1894年）建成。民国时期曾作为学校，1959年改建为博物馆。""",1
21,structure,结构成就,"""建筑坐北朝南，平面呈正方形，主体建筑有头门、聚贤堂、后堂及东西厢房，以廊庑相连，形成“三进三路九堂两厢”的格局。布局严谨，空间通透。聚贤堂为祠堂正厅，面阔五间，硬山顶，厅内宽敞，是族人议事聚会之所。东西厢房为书院，有斋舍。建筑装饰极其精美，集岭南建筑装饰艺术之大成。后堂供奉祖先牌位。头门两侧有石鼓，雕刻精美。聚贤堂前有月台，石栏杆雕刻精美。后堂前有庭院，东西两廊连接前后。""",2
21,material,材料与工艺,"""陈家祠大量运用木雕、石雕、砖雕、陶塑、灰塑、铁铸等“三雕两塑一铸”工艺。木雕主要施于梁架、门窗、屏风，题材有人物故事、花鸟虫鱼。石雕用于柱础、栏杆，雕刻精美。砖雕装饰外墙，尤其是头门两侧的砖雕，人物生动，层次丰富。陶塑为瓦脊上的人物故事，色彩绚丽。灰塑施于屋脊、山墙，题材丰富。铁铸为栏杆、花架，工艺精湛。全部装饰繁复华丽，不留空白。聚贤堂内木雕屏风，雕刻戏曲人物百余个。头门两侧砖雕，有“百鸟朝凤”、“群仙祝寿”等题材。""",3
